state_code,state,year,pct_of_2019,diff,above,below
ACT,Australian Capital Territory,2019.0,100.0,0.0,0,0
ACT,Australian Capital Territory,2019.0417,99.6375,-0.3625,0,-0.3625
ACT,Australian Capital Territory,2019.0833,99.275,-0.725,0,-0.725
ACT,Australian Capital Territory,2019.125,98.9125,-1.0875,0,-1.0875
ACT,Australian Capital Territory,2019.1667,98.55,-1.45,0,-1.45
ACT,Australian Capital Territory,2019.2083,98.1875,-1.8125,0,-1.8125
ACT,Australian Capital Territory,2019.25,97.825,-2.175,0,-2.175
ACT,Australian Capital Territory,2019.2917,97.4625,-2.5375,0,-2.5375
ACT,Australian Capital Territory,2019.3333,97.1,-2.9,0,-2.9
ACT,Australian Capital Territory,2019.375,96.7375,-3.2625,0,-3.2625
ACT,Australian Capital Territory,2019.4167,96.375,-3.625,0,-3.625
ACT,Australian Capital Territory,2019.4583,96.0125,-3.9875,0,-3.9875
ACT,Australian Capital Territory,2019.5,95.65,-4.35,0,-4.35
ACT,Australian Capital Territory,2019.5417,95.2875,-4.7125,0,-4.7125
ACT,Australian Capital Territory,2019.5833,94.925,-5.075,0,-5.075
ACT,Australian Capital Territory,2019.625,94.5625,-5.4375,0,-5.4375
ACT,Australian Capital Territory,2019.6667,94.2,-5.8,0,-5.8
ACT,Australian Capital Territory,2019.7083,93.8375,-6.1625,0,-6.1625
ACT,Australian Capital Territory,2019.75,93.475,-6.525,0,-6.525
ACT,Australian Capital Territory,2019.7917,93.1125,-6.8875,0,-6.8875
ACT,Australian Capital Territory,2019.8333,92.75,-7.25,0,-7.25
ACT,Australian Capital Territory,2019.875,92.3875,-7.6125,0,-7.6125
ACT,Australian Capital Territory,2019.9167,92.025,-7.975,0,-7.975
ACT,Australian Capital Territory,2019.9583,91.6625,-8.3375,0,-8.3375
ACT,Australian Capital Territory,2020.0,91.3,-8.7,0,-8.7
ACT,Australian Capital Territory,2020.0417,91.2625,-8.7375,0,-8.7375
ACT,Australian Capital Territory,2020.0833,91.225,-8.775,0,-8.775
ACT,Australian Capital Territory,2020.125,91.1875,-8.8125,0,-8.8125
ACT,Australian Capital Territory,2020.1667,91.15,-8.85,0,-8.85
ACT,Australian Capital Territory,2020.2083,91.1125,-8.8875,0,-8.8875
ACT,Australian Capital Territory,2020.25,91.075,-8.925,0,-8.925
ACT,Australian Capital Territory,2020.2917,91.0375,-8.9625,0,-8.9625
ACT,Australian Capital Territory,2020.3333,91.0,-9.0,0,-9.0
ACT,Australian Capital Territory,2020.375,90.9625,-9.0375,0,-9.0375
ACT,Australian Capital Territory,2020.4167,90.925,-9.075,0,-9.075
ACT,Australian Capital Territory,2020.4583,90.8875,-9.1125,0,-9.1125
ACT,Australian Capital Territory,2020.5,90.85,-9.15,0,-9.15
ACT,Australian Capital Territory,2020.5417,90.8125,-9.1875,0,-9.1875
ACT,Australian Capital Territory,2020.5833,90.775,-9.225,0,-9.225
ACT,Australian Capital Territory,2020.625,90.7375,-9.2625,0,-9.2625
ACT,Australian Capital Territory,2020.6667,90.7,-9.3,0,-9.3
ACT,Australian Capital Territory,2020.7083,90.6625,-9.3375,0,-9.3375
ACT,Australian Capital Territory,2020.75,90.625,-9.375,0,-9.375
ACT,Australian Capital Territory,2020.7917,90.5875,-9.4125,0,-9.4125
ACT,Australian Capital Territory,2020.8333,90.55,-9.45,0,-9.45
ACT,Australian Capital Territory,2020.875,90.5125,-9.4875,0,-9.4875
ACT,Australian Capital Territory,2020.9167,90.475,-9.525,0,-9.525
ACT,Australian Capital Territory,2020.9583,90.4375,-9.5625,0,-9.5625
ACT,Australian Capital Territory,2021.0,90.4,-9.6,0,-9.6
ACT,Australian Capital Territory,2021.0417,90.6708,-9.3292,0,-9.3292
ACT,Australian Capital Territory,2021.0833,90.9417,-9.0583,0,-9.0583
ACT,Australian Capital Territory,2021.125,91.2125,-8.7875,0,-8.7875
ACT,Australian Capital Territory,2021.1667,91.4833,-8.5167,0,-8.5167
ACT,Australian Capital Territory,2021.2083,91.7542,-8.2458,0,-8.2458
ACT,Australian Capital Territory,2021.25,92.025,-7.975,0,-7.975
ACT,Australian Capital Territory,2021.2917,92.2958,-7.7042,0,-7.7042
ACT,Australian Capital Territory,2021.3333,92.5667,-7.4333,0,-7.4333
ACT,Australian Capital Territory,2021.375,92.8375,-7.1625,0,-7.1625
ACT,Australian Capital Territory,2021.4167,93.1083,-6.8917,0,-6.8917
ACT,Australian Capital Territory,2021.4583,93.3792,-6.6208,0,-6.6208
ACT,Australian Capital Territory,2021.5,93.65,-6.35,0,-6.35
ACT,Australian Capital Territory,2021.5417,93.9208,-6.0792,0,-6.0792
ACT,Australian Capital Territory,2021.5833,94.1917,-5.8083,0,-5.8083
ACT,Australian Capital Territory,2021.625,94.4625,-5.5375,0,-5.5375
ACT,Australian Capital Territory,2021.6667,94.7333,-5.2667,0,-5.2667
ACT,Australian Capital Territory,2021.7083,95.0042,-4.9958,0,-4.9958
ACT,Australian Capital Territory,2021.75,95.275,-4.725,0,-4.725
ACT,Australian Capital Territory,2021.7917,95.5458,-4.4542,0,-4.4542
ACT,Australian Capital Territory,2021.8333,95.8167,-4.1833,0,-4.1833
ACT,Australian Capital Territory,2021.875,96.0875,-3.9125,0,-3.9125
ACT,Australian Capital Territory,2021.9167,96.3583,-3.6417,0,-3.6417
ACT,Australian Capital Territory,2021.9583,96.6292,-3.3708,0,-3.3708
ACT,Australian Capital Territory,2022.0,96.9,-3.1,0,-3.1
ACT,Australian Capital Territory,2022.0417,97.5083,-2.4917,0,-2.4917
ACT,Australian Capital Territory,2022.0833,98.1167,-1.8833,0,-1.8833
ACT,Australian Capital Territory,2022.125,98.725,-1.275,0,-1.275
ACT,Australian Capital Territory,2022.1667,99.3333,-0.6667,0,-0.6667
ACT,Australian Capital Territory,2022.2083,99.9417,-0.0583,0,-0.0583
ACT,Australian Capital Territory,2022.25,100.55,0.55,0.55,0
ACT,Australian Capital Territory,2022.2917,101.1583,1.1583,1.1583,0
ACT,Australian Capital Territory,2022.3333,101.7667,1.7667,1.7667,0
ACT,Australian Capital Territory,2022.375,102.375,2.375,2.375,0
ACT,Australian Capital Territory,2022.4167,102.9833,2.9833,2.9833,0
ACT,Australian Capital Territory,2022.4583,103.5917,3.5917,3.5917,0
ACT,Australian Capital Territory,2022.5,104.2,4.2,4.2,0
ACT,Australian Capital Territory,2022.5417,104.8083,4.8083,4.8083,0
ACT,Australian Capital Territory,2022.5833,105.4167,5.4167,5.4167,0
ACT,Australian Capital Territory,2022.625,106.025,6.025,6.025,0
ACT,Australian Capital Territory,2022.6667,106.6333,6.6333,6.6333,0
ACT,Australian Capital Territory,2022.7083,107.2417,7.2417,7.2417,0
ACT,Australian Capital Territory,2022.75,107.85,7.85,7.85,0
ACT,Australian Capital Territory,2022.7917,108.4583,8.4583,8.4583,0
ACT,Australian Capital Territory,2022.8333,109.0667,9.0667,9.0667,0
ACT,Australian Capital Territory,2022.875,109.675,9.675,9.675,0
ACT,Australian Capital Territory,2022.9167,110.2833,10.2833,10.2833,0
ACT,Australian Capital Territory,2022.9583,110.8917,10.8917,10.8917,0
ACT,Australian Capital Territory,2023.0,111.5,11.5,11.5,0
ACT,Australian Capital Territory,2023.0417,111.8417,11.8417,11.8417,0
ACT,Australian Capital Territory,2023.0833,112.1833,12.1833,12.1833,0
ACT,Australian Capital Territory,2023.125,112.525,12.525,12.525,0
ACT,Australian Capital Territory,2023.1667,112.8667,12.8667,12.8667,0
ACT,Australian Capital Territory,2023.2083,113.2083,13.2083,13.2083,0
ACT,Australian Capital Territory,2023.25,113.55,13.55,13.55,0
ACT,Australian Capital Territory,2023.2917,113.8917,13.8917,13.8917,0
ACT,Australian Capital Territory,2023.3333,114.2333,14.2333,14.2333,0
ACT,Australian Capital Territory,2023.375,114.575,14.575,14.575,0
ACT,Australian Capital Territory,2023.4167,114.9167,14.9167,14.9167,0
ACT,Australian Capital Territory,2023.4583,115.2583,15.2583,15.2583,0
ACT,Australian Capital Territory,2023.5,115.6,15.6,15.6,0
ACT,Australian Capital Territory,2023.5417,115.9417,15.9417,15.9417,0
ACT,Australian Capital Territory,2023.5833,116.2833,16.2833,16.2833,0
ACT,Australian Capital Territory,2023.625,116.625,16.625,16.625,0
ACT,Australian Capital Territory,2023.6667,116.9667,16.9667,16.9667,0
ACT,Australian Capital Territory,2023.7083,117.3083,17.3083,17.3083,0
ACT,Australian Capital Territory,2023.75,117.65,17.65,17.65,0
ACT,Australian Capital Territory,2023.7917,117.9917,17.9917,17.9917,0
ACT,Australian Capital Territory,2023.8333,118.3333,18.3333,18.3333,0
ACT,Australian Capital Territory,2023.875,118.675,18.675,18.675,0
ACT,Australian Capital Territory,2023.9167,119.0167,19.0167,19.0167,0
ACT,Australian Capital Territory,2023.9583,119.3583,19.3583,19.3583,0
ACT,Australian Capital Territory,2024.0,119.7,19.7,19.7,0
ACT,Australian Capital Territory,2024.0417,119.5042,19.5042,19.5042,0
ACT,Australian Capital Territory,2024.0833,119.3083,19.3083,19.3083,0
ACT,Australian Capital Territory,2024.125,119.1125,19.1125,19.1125,0
ACT,Australian Capital Territory,2024.1667,118.9167,18.9167,18.9167,0
ACT,Australian Capital Territory,2024.2083,118.7208,18.7208,18.7208,0
ACT,Australian Capital Territory,2024.25,118.525,18.525,18.525,0
ACT,Australian Capital Territory,2024.2917,118.3292,18.3292,18.3292,0
ACT,Australian Capital Territory,2024.3333,118.1333,18.1333,18.1333,0
ACT,Australian Capital Territory,2024.375,117.9375,17.9375,17.9375,0
ACT,Australian Capital Territory,2024.4167,117.7417,17.7417,17.7417,0
ACT,Australian Capital Territory,2024.4583,117.5458,17.5458,17.5458,0
ACT,Australian Capital Territory,2024.5,117.35,17.35,17.35,0
ACT,Australian Capital Territory,2024.5417,117.1542,17.1542,17.1542,0
ACT,Australian Capital Territory,2024.5833,116.9583,16.9583,16.9583,0
ACT,Australian Capital Territory,2024.625,116.7625,16.7625,16.7625,0
ACT,Australian Capital Territory,2024.6667,116.5667,16.5667,16.5667,0
ACT,Australian Capital Territory,2024.7083,116.3708,16.3708,16.3708,0
ACT,Australian Capital Territory,2024.75,116.175,16.175,16.175,0
ACT,Australian Capital Territory,2024.7917,115.9792,15.9792,15.9792,0
ACT,Australian Capital Territory,2024.8333,115.7833,15.7833,15.7833,0
ACT,Australian Capital Territory,2024.875,115.5875,15.5875,15.5875,0
ACT,Australian Capital Territory,2024.9167,115.3917,15.3917,15.3917,0
ACT,Australian Capital Territory,2024.9583,115.1958,15.1958,15.1958,0
ACT,Australian Capital Territory,2025.0,115.0,15.0,15.0,0
NSW,New South Wales,2019.0,100.0,0.0,0,0
NSW,New South Wales,2019.0417,99.6708,-0.3292,0,-0.3292
NSW,New South Wales,2019.0833,99.3417,-0.6583,0,-0.6583
NSW,New South Wales,2019.125,99.0125,-0.9875,0,-0.9875
NSW,New South Wales,2019.1667,98.6833,-1.3167,0,-1.3167
NSW,New South Wales,2019.2083,98.3542,-1.6458,0,-1.6458
NSW,New South Wales,2019.25,98.025,-1.975,0,-1.975
NSW,New South Wales,2019.2917,97.6958,-2.3042,0,-2.3042
NSW,New South Wales,2019.3333,97.3667,-2.6333,0,-2.6333
NSW,New South Wales,2019.375,97.0375,-2.9625,0,-2.9625
NSW,New South Wales,2019.4167,96.7083,-3.2917,0,-3.2917
NSW,New South Wales,2019.4583,96.3792,-3.6208,0,-3.6208
NSW,New South Wales,2019.5,96.05,-3.95,0,-3.95
NSW,New South Wales,2019.5417,95.7208,-4.2792,0,-4.2792
NSW,New South Wales,2019.5833,95.3917,-4.6083,0,-4.6083
NSW,New South Wales,2019.625,95.0625,-4.9375,0,-4.9375
NSW,New South Wales,2019.6667,94.7333,-5.2667,0,-5.2667
NSW,New South Wales,2019.7083,94.4042,-5.5958,0,-5.5958
NSW,New South Wales,2019.75,94.075,-5.925,0,-5.925
NSW,New South Wales,2019.7917,93.7458,-6.2542,0,-6.2542
NSW,New South Wales,2019.8333,93.4167,-6.5833,0,-6.5833
NSW,New South Wales,2019.875,93.0875,-6.9125,0,-6.9125
NSW,New South Wales,2019.9167,92.7583,-7.2417,0,-7.2417
NSW,New South Wales,2019.9583,92.4292,-7.5708,0,-7.5708
NSW,New South Wales,2020.0,92.1,-7.9,0,-7.9
NSW,New South Wales,2020.0417,91.375,-8.625,0,-8.625
NSW,New South Wales,2020.0833,90.65,-9.35,0,-9.35
NSW,New South Wales,2020.125,89.925,-10.075,0,-10.075
NSW,New South Wales,2020.1667,89.2,-10.8,0,-10.8
NSW,New South Wales,2020.2083,88.475,-11.525,0,-11.525
NSW,New South Wales,2020.25,87.75,-12.25,0,-12.25
NSW,New South Wales,2020.2917,87.025,-12.975,0,-12.975
NSW,New South Wales,2020.3333,86.3,-13.7,0,-13.7
NSW,New South Wales,2020.375,85.575,-14.425,0,-14.425
NSW,New South Wales,2020.4167,84.85,-15.15,0,-15.15
NSW,New South Wales,2020.4583,84.125,-15.875,0,-15.875
NSW,New South Wales,2020.5,83.4,-16.6,0,-16.6
NSW,New South Wales,2020.5417,82.675,-17.325,0,-17.325
NSW,New South Wales,2020.5833,81.95,-18.05,0,-18.05
NSW,New South Wales,2020.625,81.225,-18.775,0,-18.775
NSW,New South Wales,2020.6667,80.5,-19.5,0,-19.5
NSW,New South Wales,2020.7083,79.775,-20.225,0,-20.225
NSW,New South Wales,2020.75,79.05,-20.95,0,-20.95
NSW,New South Wales,2020.7917,78.325,-21.675,0,-21.675
NSW,New South Wales,2020.8333,77.6,-22.4,0,-22.4
NSW,New South Wales,2020.875,76.875,-23.125,0,-23.125
NSW,New South Wales,2020.9167,76.15,-23.85,0,-23.85
NSW,New South Wales,2020.9583,75.425,-24.575,0,-24.575
NSW,New South Wales,2021.0,74.7,-25.3,0,-25.3
NSW,New South Wales,2021.0417,74.9,-25.1,0,-25.1
NSW,New South Wales,2021.0833,75.1,-24.9,0,-24.9
NSW,New South Wales,2021.125,75.3,-24.7,0,-24.7
NSW,New South Wales,2021.1667,75.5,-24.5,0,-24.5
NSW,New South Wales,2021.2083,75.7,-24.3,0,-24.3
NSW,New South Wales,2021.25,75.9,-24.1,0,-24.1
NSW,New South Wales,2021.2917,76.1,-23.9,0,-23.9
NSW,New South Wales,2021.3333,76.3,-23.7,0,-23.7
NSW,New South Wales,2021.375,76.5,-23.5,0,-23.5
NSW,New South Wales,2021.4167,76.7,-23.3,0,-23.3
NSW,New South Wales,2021.4583,76.9,-23.1,0,-23.1
NSW,New South Wales,2021.5,77.1,-22.9,0,-22.9
NSW,New South Wales,2021.5417,77.3,-22.7,0,-22.7
NSW,New South Wales,2021.5833,77.5,-22.5,0,-22.5
NSW,New South Wales,2021.625,77.7,-22.3,0,-22.3
NSW,New South Wales,2021.6667,77.9,-22.1,0,-22.1
NSW,New South Wales,2021.7083,78.1,-21.9,0,-21.9
NSW,New South Wales,2021.75,78.3,-21.7,0,-21.7
NSW,New South Wales,2021.7917,78.5,-21.5,0,-21.5
NSW,New South Wales,2021.8333,78.7,-21.3,0,-21.3
NSW,New South Wales,2021.875,78.9,-21.1,0,-21.1
NSW,New South Wales,2021.9167,79.1,-20.9,0,-20.9
NSW,New South Wales,2021.9583,79.3,-20.7,0,-20.7
NSW,New South Wales,2022.0,79.5,-20.5,0,-20.5
NSW,New South Wales,2022.0417,80.4333,-19.5667,0,-19.5667
NSW,New South Wales,2022.0833,81.3667,-18.6333,0,-18.6333
NSW,New South Wales,2022.125,82.3,-17.7,0,-17.7
NSW,New South Wales,2022.1667,83.2333,-16.7667,0,-16.7667
NSW,New South Wales,2022.2083,84.1667,-15.8333,0,-15.8333
NSW,New South Wales,2022.25,85.1,-14.9,0,-14.9
NSW,New South Wales,2022.2917,86.0333,-13.9667,0,-13.9667
NSW,New South Wales,2022.3333,86.9667,-13.0333,0,-13.0333
NSW,New South Wales,2022.375,87.9,-12.1,0,-12.1
NSW,New South Wales,2022.4167,88.8333,-11.1667,0,-11.1667
NSW,New South Wales,2022.4583,89.7667,-10.2333,0,-10.2333
NSW,New South Wales,2022.5,90.7,-9.3,0,-9.3
NSW,New South Wales,2022.5417,91.6333,-8.3667,0,-8.3667
NSW,New South Wales,2022.5833,92.5667,-7.4333,0,-7.4333
NSW,New South Wales,2022.625,93.5,-6.5,0,-6.5
NSW,New South Wales,2022.6667,94.4333,-5.5667,0,-5.5667
NSW,New South Wales,2022.7083,95.3667,-4.6333,0,-4.6333
NSW,New South Wales,2022.75,96.3,-3.7,0,-3.7
NSW,New South Wales,2022.7917,97.2333,-2.7667,0,-2.7667
NSW,New South Wales,2022.8333,98.1667,-1.8333,0,-1.8333
NSW,New South Wales,2022.875,99.1,-0.9,0,-0.9
NSW,New South Wales,2022.9167,100.0333,0.0333,0.0333,0
NSW,New South Wales,2022.9583,100.9667,0.9667,0.9667,0
NSW,New South Wales,2023.0,101.9,1.9,1.9,0
NSW,New South Wales,2023.0417,102.4,2.4,2.4,0
NSW,New South Wales,2023.0833,102.9,2.9,2.9,0
NSW,New South Wales,2023.125,103.4,3.4,3.4,0
NSW,New South Wales,2023.1667,103.9,3.9,3.9,0
NSW,New South Wales,2023.2083,104.4,4.4,4.4,0
NSW,New South Wales,2023.25,104.9,4.9,4.9,0
NSW,New South Wales,2023.2917,105.4,5.4,5.4,0
NSW,New South Wales,2023.3333,105.9,5.9,5.9,0
NSW,New South Wales,2023.375,106.4,6.4,6.4,0
NSW,New South Wales,2023.4167,106.9,6.9,6.9,0
NSW,New South Wales,2023.4583,107.4,7.4,7.4,0
NSW,New South Wales,2023.5,107.9,7.9,7.9,0
NSW,New South Wales,2023.5417,108.4,8.4,8.4,0
NSW,New South Wales,2023.5833,108.9,8.9,8.9,0
NSW,New South Wales,2023.625,109.4,9.4,9.4,0
NSW,New South Wales,2023.6667,109.9,9.9,9.9,0
NSW,New South Wales,2023.7083,110.4,10.4,10.4,0
NSW,New South Wales,2023.75,110.9,10.9,10.9,0
NSW,New South Wales,2023.7917,111.4,11.4,11.4,0
NSW,New South Wales,2023.8333,111.9,11.9,11.9,0
NSW,New South Wales,2023.875,112.4,12.4,12.4,0
NSW,New South Wales,2023.9167,112.9,12.9,12.9,0
NSW,New South Wales,2023.9583,113.4,13.4,13.4,0
NSW,New South Wales,2024.0,113.9,13.9,13.9,0
NSW,New South Wales,2024.0417,113.7542,13.7542,13.7542,0
NSW,New South Wales,2024.0833,113.6083,13.6083,13.6083,0
NSW,New South Wales,2024.125,113.4625,13.4625,13.4625,0
NSW,New South Wales,2024.1667,113.3167,13.3167,13.3167,0
NSW,New South Wales,2024.2083,113.1708,13.1708,13.1708,0
NSW,New South Wales,2024.25,113.025,13.025,13.025,0
NSW,New South Wales,2024.2917,112.8792,12.8792,12.8792,0
NSW,New South Wales,2024.3333,112.7333,12.7333,12.7333,0
NSW,New South Wales,2024.375,112.5875,12.5875,12.5875,0
NSW,New South Wales,2024.4167,112.4417,12.4417,12.4417,0
NSW,New South Wales,2024.4583,112.2958,12.2958,12.2958,0
NSW,New South Wales,2024.5,112.15,12.15,12.15,0
NSW,New South Wales,2024.5417,112.0042,12.0042,12.0042,0
NSW,New South Wales,2024.5833,111.8583,11.8583,11.8583,0
NSW,New South Wales,2024.625,111.7125,11.7125,11.7125,0
NSW,New South Wales,2024.6667,111.5667,11.5667,11.5667,0
NSW,New South Wales,2024.7083,111.4208,11.4208,11.4208,0
NSW,New South Wales,2024.75,111.275,11.275,11.275,0
NSW,New South Wales,2024.7917,111.1292,11.1292,11.1292,0
NSW,New South Wales,2024.8333,110.9833,10.9833,10.9833,0
NSW,New South Wales,2024.875,110.8375,10.8375,10.8375,0
NSW,New South Wales,2024.9167,110.6917,10.6917,10.6917,0
NSW,New South Wales,2024.9583,110.5458,10.5458,10.5458,0
NSW,New South Wales,2025.0,110.4,10.4,10.4,0
NT,Northern Territory,2019.0,100.0,0.0,0,0
NT,Northern Territory,2019.0417,101.1917,1.1917,1.1917,0
NT,Northern Territory,2019.0833,102.3833,2.3833,2.3833,0
NT,Northern Territory,2019.125,103.575,3.575,3.575,0
NT,Northern Territory,2019.1667,104.7667,4.7667,4.7667,0
NT,Northern Territory,2019.2083,105.9583,5.9583,5.9583,0
NT,Northern Territory,2019.25,107.15,7.15,7.15,0
NT,Northern Territory,2019.2917,108.3417,8.3417,8.3417,0
NT,Northern Territory,2019.3333,109.5333,9.5333,9.5333,0
NT,Northern Territory,2019.375,110.725,10.725,10.725,0
NT,Northern Territory,2019.4167,111.9167,11.9167,11.9167,0
NT,Northern Territory,2019.4583,113.1083,13.1083,13.1083,0
NT,Northern Territory,2019.5,114.3,14.3,14.3,0
NT,Northern Territory,2019.5417,115.4917,15.4917,15.4917,0
NT,Northern Territory,2019.5833,116.6833,16.6833,16.6833,0
NT,Northern Territory,2019.625,117.875,17.875,17.875,0
NT,Northern Territory,2019.6667,119.0667,19.0667,19.0667,0
NT,Northern Territory,2019.7083,120.2583,20.2583,20.2583,0
NT,Northern Territory,2019.75,121.45,21.45,21.45,0
NT,Northern Territory,2019.7917,122.6417,22.6417,22.6417,0
NT,Northern Territory,2019.8333,123.8333,23.8333,23.8333,0
NT,Northern Territory,2019.875,125.025,25.025,25.025,0
NT,Northern Territory,2019.9167,126.2167,26.2167,26.2167,0
NT,Northern Territory,2019.9583,127.4083,27.4083,27.4083,0
NT,Northern Territory,2020.0,128.6,28.6,28.6,0
NT,Northern Territory,2020.0417,128.2542,28.2542,28.2542,0
NT,Northern Territory,2020.0833,127.9083,27.9083,27.9083,0
NT,Northern Territory,2020.125,127.5625,27.5625,27.5625,0
NT,Northern Territory,2020.1667,127.2167,27.2167,27.2167,0
NT,Northern Territory,2020.2083,126.8708,26.8708,26.8708,0
NT,Northern Territory,2020.25,126.525,26.525,26.525,0
NT,Northern Territory,2020.2917,126.1792,26.1792,26.1792,0
NT,Northern Territory,2020.3333,125.8333,25.8333,25.8333,0
NT,Northern Territory,2020.375,125.4875,25.4875,25.4875,0
NT,Northern Territory,2020.4167,125.1417,25.1417,25.1417,0
NT,Northern Territory,2020.4583,124.7958,24.7958,24.7958,0
NT,Northern Territory,2020.5,124.45,24.45,24.45,0
NT,Northern Territory,2020.5417,124.1042,24.1042,24.1042,0
NT,Northern Territory,2020.5833,123.7583,23.7583,23.7583,0
NT,Northern Territory,2020.625,123.4125,23.4125,23.4125,0
NT,Northern Territory,2020.6667,123.0667,23.0667,23.0667,0
NT,Northern Territory,2020.7083,122.7208,22.7208,22.7208,0
NT,Northern Territory,2020.75,122.375,22.375,22.375,0
NT,Northern Territory,2020.7917,122.0292,22.0292,22.0292,0
NT,Northern Territory,2020.8333,121.6833,21.6833,21.6833,0
NT,Northern Territory,2020.875,121.3375,21.3375,21.3375,0
NT,Northern Territory,2020.9167,120.9917,20.9917,20.9917,0
NT,Northern Territory,2020.9583,120.6458,20.6458,20.6458,0
NT,Northern Territory,2021.0,120.3,20.3,20.3,0
NT,Northern Territory,2021.0417,120.0625,20.0625,20.0625,0
NT,Northern Territory,2021.0833,119.825,19.825,19.825,0
NT,Northern Territory,2021.125,119.5875,19.5875,19.5875,0
NT,Northern Territory,2021.1667,119.35,19.35,19.35,0
NT,Northern Territory,2021.2083,119.1125,19.1125,19.1125,0
NT,Northern Territory,2021.25,118.875,18.875,18.875,0
NT,Northern Territory,2021.2917,118.6375,18.6375,18.6375,0
NT,Northern Territory,2021.3333,118.4,18.4,18.4,0
NT,Northern Territory,2021.375,118.1625,18.1625,18.1625,0
NT,Northern Territory,2021.4167,117.925,17.925,17.925,0
NT,Northern Territory,2021.4583,117.6875,17.6875,17.6875,0
NT,Northern Territory,2021.5,117.45,17.45,17.45,0
NT,Northern Territory,2021.5417,117.2125,17.2125,17.2125,0
NT,Northern Territory,2021.5833,116.975,16.975,16.975,0
NT,Northern Territory,2021.625,116.7375,16.7375,16.7375,0
NT,Northern Territory,2021.6667,116.5,16.5,16.5,0
NT,Northern Territory,2021.7083,116.2625,16.2625,16.2625,0
NT,Northern Territory,2021.75,116.025,16.025,16.025,0
NT,Northern Territory,2021.7917,115.7875,15.7875,15.7875,0
NT,Northern Territory,2021.8333,115.55,15.55,15.55,0
NT,Northern Territory,2021.875,115.3125,15.3125,15.3125,0
NT,Northern Territory,2021.9167,115.075,15.075,15.075,0
NT,Northern Territory,2021.9583,114.8375,14.8375,14.8375,0
NT,Northern Territory,2022.0,114.6,14.6,14.6,0
NT,Northern Territory,2022.0417,116.1708,16.1708,16.1708,0
NT,Northern Territory,2022.0833,117.7417,17.7417,17.7417,0
NT,Northern Territory,2022.125,119.3125,19.3125,19.3125,0
NT,Northern Territory,2022.1667,120.8833,20.8833,20.8833,0
NT,Northern Territory,2022.2083,122.4542,22.4542,22.4542,0
NT,Northern Territory,2022.25,124.025,24.025,24.025,0
NT,Northern Territory,2022.2917,125.5958,25.5958,25.5958,0
NT,Northern Territory,2022.3333,127.1667,27.1667,27.1667,0
NT,Northern Territory,2022.375,128.7375,28.7375,28.7375,0
NT,Northern Territory,2022.4167,130.3083,30.3083,30.3083,0
NT,Northern Territory,2022.4583,131.8792,31.8792,31.8792,0
NT,Northern Territory,2022.5,133.45,33.45,33.45,0
NT,Northern Territory,2022.5417,135.0208,35.0208,35.0208,0
NT,Northern Territory,2022.5833,136.5917,36.5917,36.5917,0
NT,Northern Territory,2022.625,138.1625,38.1625,38.1625,0
NT,Northern Territory,2022.6667,139.7333,39.7333,39.7333,0
NT,Northern Territory,2022.7083,141.3042,41.3042,41.3042,0
NT,Northern Territory,2022.75,142.875,42.875,42.875,0
NT,Northern Territory,2022.7917,144.4458,44.4458,44.4458,0
NT,Northern Territory,2022.8333,146.0167,46.0167,46.0167,0
NT,Northern Territory,2022.875,147.5875,47.5875,47.5875,0
NT,Northern Territory,2022.9167,149.1583,49.1583,49.1583,0
NT,Northern Territory,2022.9583,150.7292,50.7292,50.7292,0
NT,Northern Territory,2023.0,152.3,52.3,52.3,0
NT,Northern Territory,2023.0417,152.4667,52.4667,52.4667,0
NT,Northern Territory,2023.0833,152.6333,52.6333,52.6333,0
NT,Northern Territory,2023.125,152.8,52.8,52.8,0
NT,Northern Territory,2023.1667,152.9667,52.9667,52.9667,0
NT,Northern Territory,2023.2083,153.1333,53.1333,53.1333,0
NT,Northern Territory,2023.25,153.3,53.3,53.3,0
NT,Northern Territory,2023.2917,153.4667,53.4667,53.4667,0
NT,Northern Territory,2023.3333,153.6333,53.6333,53.6333,0
NT,Northern Territory,2023.375,153.8,53.8,53.8,0
NT,Northern Territory,2023.4167,153.9667,53.9667,53.9667,0
NT,Northern Territory,2023.4583,154.1333,54.1333,54.1333,0
NT,Northern Territory,2023.5,154.3,54.3,54.3,0
NT,Northern Territory,2023.5417,154.4667,54.4667,54.4667,0
NT,Northern Territory,2023.5833,154.6333,54.6333,54.6333,0
NT,Northern Territory,2023.625,154.8,54.8,54.8,0
NT,Northern Territory,2023.6667,154.9667,54.9667,54.9667,0
NT,Northern Territory,2023.7083,155.1333,55.1333,55.1333,0
NT,Northern Territory,2023.75,155.3,55.3,55.3,0
NT,Northern Territory,2023.7917,155.4667,55.4667,55.4667,0
NT,Northern Territory,2023.8333,155.6333,55.6333,55.6333,0
NT,Northern Territory,2023.875,155.8,55.8,55.8,0
NT,Northern Territory,2023.9167,155.9667,55.9667,55.9667,0
NT,Northern Territory,2023.9583,156.1333,56.1333,56.1333,0
NT,Northern Territory,2024.0,156.3,56.3,56.3,0
NT,Northern Territory,2024.0417,156.6208,56.6208,56.6208,0
NT,Northern Territory,2024.0833,156.9417,56.9417,56.9417,0
NT,Northern Territory,2024.125,157.2625,57.2625,57.2625,0
NT,Northern Territory,2024.1667,157.5833,57.5833,57.5833,0
NT,Northern Territory,2024.2083,157.9042,57.9042,57.9042,0
